message,message_length,hour_published,num_likes,num_comments,num_shares,published,year_published,month_published,page
"ความเจ๋งของข่าวการค้นพบหางไดโนเสาร์ที่สภาพสมบูรณ์โคตรๆในอำพันอายุเกือบร้อยล้านปี คือนอกจากเราจะได้ศึกษาโครงสร้างขนไดโนเสาร์ และเปรียบเทียบ เชื่อมโยงการวิวัฒนาการระหว่างไดโนเสาร์กับนกแล้ว

นักวิจัยยังกล่าวอีกว่า เรามีโอกาสที่จะได้พบ ไดโนเสาร์ทั้งตัว!!

ขอย้ำว่าทั้งตัว ในก้อนอำพัน

ส่วนไอ้ก้อนที่พบนี่ ตอนพบไม่ได้มีแค่หาง แต่มันถูกตัดแบ่งมาเจียระไนเป็นเครื่องประดับแล้ว และแหล่งที่ขุดค้นพบอำพันเหล่านี้ ก็ไม่ได้อยู่ห่างไกลจากบ้านเราเท่าไหร่ เพราะเขาขุดเจอกันแถวๆ เหมืองอำพันฮูกอง รัฐกะฉิ่น ทางตอนเหนือของพม่านั่นเอง

เดบิทภาพจาก http://news.nationalgeographic.com/2016/12/feathered-dinosaur-tail-amber-theropod-myanmar-burma-cretaceous/",635,0,6982,119,241,2016-12-09 00:52:19.000000 UTC,2016,12,dramaadd
"ตอนนี้มีการแชร์คลิปนึงใน ตปท (ส่วนมากก็ข้างบ้านเรานี่ล่ะ)
เป็นคลิปที่มีคนเอาข้าวใส่ลงไปในกะทะที่มีผงสีดำๆอยู่ 
ซักพักข้าวก็กลายเป็นเม็ดสีขาวๆ แล้วมันก็เอาภาพข้าวไทย
ไปประกอบ บอกว่าในคลิปนั่นเป็นงั้นเพราะเป็นข้าวปลอม ข้าวพลาสติค

ไอ้สัส สงสัยพวกนี้จะไม่เคยแดกข้าวตอก 
ไอ้คลิปที่ว่ามันคือวิธีการทำข้าวตอกในบางประเทศ
ที่เอาข้าวไปคั่วให้มันพองแล้วแตกออกต่างหาก

แล้วเอามามั่วซั่วจับผลัดจับพลูกับข้าวไทยเฉ้ย
ใครพบเห็นชาว ตปท แชร์คลิปมั่วซั่วเรื่องนี้ช่วยกันแก้ข่าวด้วยนาจา",467,1,3062,77,130,2016-12-09 01:03:42.000000 UTC,2016,12,dramaadd
"คลิกเบทเจ้าเก่า รอบนี้ปลอมแปลงเป็นเว็บหน่วยงานราชการเลยว่ะ
พละยังไม่ตายนาจา ไม่ต้องแชร์ล่ะ",90,8,2268,65,70,2016-12-09 08:20:00.000000 UTC,2016,12,dramaadd
"**ด่วน!!! ด่านตรวจค้นรถแอดมินเพจดัง ตร.ตะลึงพบของที่อมมาจากลูกเพจ มูลค่าร่วม 500 บาท** เมื่อเวลาประมาณ 10.30 น.

ตำรวจสถานี ""สายไหมจ๊ะ...สายสิจะเหลือเหรอ"" ได้ตั้งด่านตรวจบริเวณ ด้านหน้าของเพจ อีเจี๊ยบ เลียบด่วน ได้เรียกตรวจรถมิร่าสีม่วงสด คนขับหน้าตาดีมาก น้องๆณเดช บอกตรงๆ ถ้าเข้าวงการ ณเดช แม่งเหนื่อย (มันเป็นหอบ) 

คนขับมีท่าทางพิรุธ ล่อกแล่ก คุยไปเกาตูดไป เดี๋ยวเกาตูดตัวเอง เดี๋ยวเกาตูดตำรวจ ตำรวจเลยขอเปิดท้ายรถเพื่อตรวจค้น ถึงกับร้อง อุ๊ยตายว้ายกรี๊ด!!! ประชาชนที่มุงดูอยู่ก็ถึงกับเป็นลมด้วยความตกใจ เนื่องจาก พบของแจกพรีเมี่ยมมากมาย

หลังจากพาชายรูปหล่อต้องสงสัย ไปสืบสวนที่โรงพัก ก็ได้สารภาพว่า ตนเองคือ แอดมินเพจอีเจี๊ยบ เลียบด่วน ได้ลักลอบ นำของที่มีไว้แจกลูกเพจ เอาออกมาขายตามตลาดมืดบ้าง ไม่มืดบ้าง(แล้วแต่ช่วงไหนมีตังค์จ่ายค่าไฟ) มานานเกือบ 20 ปีแล้ว 

ผู้เสียหายท่านใด ที่โดนยักยอกของแจกจากแอดมินท่านนี้ โปรดนำหลักฐาน พร้อมรูปถ่ายหน้าอกหน้าตรง ไม่ใส่หมวก มาชี้ตัวเพื่อแจ้งความดำเนินคดีได้ที่ สน.สายไหมจ๊ะ...สายสิจะเหลือเหรอ ตั้งแต่บัดนี้เป็นต้นไป",961,22,16515,1460,28,2016-12-09 22:40:36.000000 UTC,2016,12,ejeab
"สเปอร์ ขนมกรุบกรอบ 
เล่นในโอนแท๊ปฟอร์ด นรกของทีมเยือน ไม่น่ารอด

แมนยู 2 สเปอร์ 1

มอนิ่งเพื่อนๆ เด็กผีทุกโคน สบายใจได้
แมนยูปู๊นนนนน ปู๊นนนนน",142,21,25356,2065,860,2016-12-10 21:59:48.000000 UTC,2016,12,ejeab
ถามกันมาเยอะเหลือเกิน วันหยุดแท้ๆ ไม่อยากขายของเลย,50,0,15594,982,30,2016-12-11 00:42:47.000000 UTC,2016,12,ejeab
เบ้ปากมองบนแรงๆ,15,1,28595,319,712,2016-12-11 01:41:16.000000 UTC,2016,12,dramaadd
ไอ้สัส กรูเขียม เขาเอาความมั่นใจระดับนี้มาจากไหน,48,8,10438,378,151,2016-12-11 08:44:02.000000 UTC,2016,12,dramaadd
"เมื่อวานเปลี่ยนรูปโปรแมนยู ใหม่ สไตล์ใสๆวัยรุ่นชอบ ดันไม่ได้ผล คงต้องกลับมาใช้ ไอ้ตัวยืนตรงแบบเดิม 555555 แหมชนะ 1-0 ดีใจยั้งได้แชมป์

ส่วนเป็ดกากแม่งคืนฟอร์ม อีสัส เกือบแพ้ ชืบหาย ดูแล้ว เด็กเป็ดทำใจเหอะ ไปยุโรปได้ก็บุญแล้ว อีเหี้ย แชมป์ท่าทางจะต้องรอจิ๊กซอตัวสุดท้ายต่อไป

เด็กผีก็อย่าไปล้อเป็ดมาก อีดอก เค้าแค่เสมอ อันดับก็เหนือมึง แหมมมม 55555

วันนี้ทิ่มงานกูหยุดชดเชย สบาย 3 วันรวด
ใครที่ไม่ใช่ราชการ รัฐวิสา ได้หยุดบ้างไม๊

ข่าวไม่มีเหี้ยอะไรนอกจาก ข่าว ""ว่าจะ"" จับทัมมี่ 5555555 กล่ายเป็นข่าวตลกไปแล้ว

มอนิ่งงงงงงงง ขอให้เป็นวันที่ดีจ้า

มอนิ่งงงงงงงง",560,20,11737,427,11,2016-12-11 20:05:23.000000 UTC,2016,12,ejeab
เกียมตัวเชียร์ประเทศบ้านเกิดแต่เนิ่นๆ เพื่อ Farm Sure,53,22,15668,302,13,2016-12-11 22:11:30.000000 UTC,2016,12,ejeab
ถามกันมามากเหลือเกิน ตอบไปทีเดียวจะได้เคลียร์ๆ,46,22,13290,228,36,2016-12-11 22:51:18.000000 UTC,2016,12,ejeab
"มีคนร้องเรียนมาบอกว่าเพื่อนเป็นชาวต่างชาติ มาเที่ยวไทย ไม่สบายเข้า รพ แอดมิทสองวัน รพ คิดค่ารักษาประมาณแสนนึง นักท่องเที่ยวไม่มีเงินจ่าย จึงถูกยึดพาสปอรทไว้จนกว่าจะยอมจ่ายค่ารักษา

ตอนนี้ประสานงานกับสื่อเรียบร้อยแล้ว เด๋วคงได้เห็นข่าวกันเร็วๆนี้

แต่อันนี้เป็นอะไรที่พบบ่อยมาก สมัยก่อนจ่าก็พบเห็นบ่อยนะ
แบบ ฝรั่งเป็นแผลที่เท้าอักเสบนิดนึง ไป คลินิคเอกชนในแหล่งท่องเที่ยว
ได้ยาฆ่าเชื้อมา ซึ่งยาฆ่าเชื้อนี่ราคาไม่แพง ไม่สิ ถูกมากๆเลยล่ะ
dicloxacillin อ่ะ ค่ารักษาห้าหมื่นครับ ฝรั่งเขามาทำแผลต่อที่ รพ 
แล้วเอาบิลให้ดู เห็นแล้วถึงกับอึ้งเลยว่ะ แล้วไม่ได้เจอรายเดียวนะ
เจอแบบนี้ไม่รู้กี่ราย แล้วทุกคนบอกตรงกันว่า

จะไม่กลับมาเมืองไทยอีกแล้ว

เพราะเขาโดนพวกนี้ปอกลอกไงครับ

หน่วยงานที่เกี่ยวข้องควรลงมาแก้ไขปัญหานี้ได้แล้ว แม่งเรื้อรังมานานมากแล้วนะ แทนที่จะรักษาฝรั่งในราคาที่ยอมรับได้ แม่งขูดเลือดขูดเนื้อแบบกะตั้งตัวหนเดียวเลย สุดท้ายก็ได้เงินหนเดียว แล้วเขาก็จะไม่กลับมาอีกเลย แถมด้วยชื่อเสียของประเทศที่จะลือกระฉ่อนกันไปนานเท่านาน",930,1,3392,211,82,2016-12-12 01:22:56.000000 UTC,2016,12,dramaadd
"วันก่อนหนูกำลังจะอัพรูปเชียร์แมนยู ขึ้นเพจ เอ๊ะ!ทำไม อัพไม่ได้ซะที จะโทรหาหยิงก็โทรไม่ได้ 

 ต๊ายตาย...เงินในมือถือหมด (แอดมินเพจสองล้านก็ใช้ระบบเติมเงินนะจ๊ะ 5555 ขอบอก)

ก็เลยจะเข้าไปเติมเงิน AIS ที่ร้านหน้าปากซอยแต่...อ๊าวววว!! ลืมไปว่าบัตรเติมเงินไม่มีขายแล้วนี่หว่า!! แล้วแบบนี้หนูจะไปเติมเงินที่ไหนได้ล่ะเนี่ย 
 
จนมานึกขึ้นได้ว่า จริงๆ เราก็เติมเงิน AIS ด้วยตู้ ATM หรือ ตู้เติมเงิน  ก็ได้นี่หว่า
พ่อจ๋า แม่จ๋า ใครมีบัตร ATM และใช้มือถือเติมเงินของ AIS ก็แค่กดเข้าไปแล้วเลือกเติมเงินมือถือ กรอกจำนวนเงิน กรอกเบอร์แค่นี้ก็จบละ  

ง๊ายยยยย ง่าย!!!

แล้วใครไม่มีบัตร ATM ล่ะ จะทำยังไง ก็รีบไปทำซะสิจ๊ะ5555 
หรือไม่ก็ ไปเติมเงินกับตู้เติมเงินก็ได้นะจ๊ะพ่อจ๋าแม่จ๋า มีเยอะแยะ ง่ายโคตรๆ ง่ายฝ่าไปต่อคิวซื้อตามร้าน เย๊อะ",720,2,8290,359,60,2016-12-12 02:03:06.000000 UTC,2016,12,ejeab
"เรื่องที่จะพูดนี่อาจจะขัดใจชาวพุทธนิดหน่อย คือไอ้พวกแนวคิดเกี่ยวกับการเปย์ชาตินี้ให้หมดเนื้อหมดตัว เพื่อที่ว่าชาติหน้าจะได้เป็นอภิมหาเศรษฐี หรือได้อยู่ในสวรรค์ชั้นดาวดึงค์อ่ะ เคยคิดกันไหมว่ามันเป็นการลงทุนที่ ไร้อนาคตเหี้ยๆ

คืออย่างพวกเล่น fate GO ถึงแม้ว่าเรทดรอปจะน้อยนิด แม้จะเกลือแสนเกลือ แต่มันก็ยังมีโอกาสที่จะได้ตัวที่ต้องการมั่ง แต่อันนี้แม่งไม่มีเหี้ยไรการันตีเลยว่าไอ้สิ่งที่สาธุชนเปย์กันหน้ามืดตามัว จนต้องขายบ้านขายสวน ขายทอง ขายกิจการเพื่อเอาเงินมาบริจาคเข้าวัด มันจะเกิดผลตามที่ต้องการหรือไม่ กระทั่งสวรรค์มีจริงมั้ย มันยังพิสูจน์ไม่ได้เลย มีแต่คำกล้าวอ้างจากศาสดาที่ไปนรกไปสวรรค์แต่ไปรับทราบข้อหาไม่ได้

แทนที่จะเอาเงินไปเปย์กับสวรรค์ ที่ไม่รู้ว่ามีจริงมั้ย
ทำไมไม่เอาเงินที่มีมาทำให้สวรรค์ย้ายมาอยู่บนโลกมนุษย์วะครับ

ทราบหรือไม่ว่าไม่ได้มีแต่การบริจาคเงินให้ศาสนาเท่านั้น ที่สร้างบุญสร้างกุศล การบริจาคเงินให้ รพ ซื้อเครื่องมือแพทย์ การบริจาคให้ รร ในที่ห่างไกลมีเงินซื้อตำรา เครื่องเขียน ให้เด็กๆได้ใช้เรียน พวกนี้ก็คือการสร้างกุศลเช่นกัน แถมเห็นผลกันจะๆวันนี้เลย ไม่ต้องรอไปลุ้นว่าชาติหน้าจะได้ผลตอบแทนหรือไม่

ถ้าคิดในแง่การลงทุน ผลกำไร และความเสี่ยง 

หันมาเปย์เพื่อสังคมในด้านอื่นกันมั่งก็ไม่เลวนาครัช",1124,10,12066,485,445,2016-12-12 10:30:23.000000 UTC,2016,12,dramaadd
ใกล้ปีใหม่แล้ว ไม่ต้องรีบ ชิวๆ 5555,35,21,14663,219,4,2016-12-12 21:06:39.000000 UTC,2016,12,ejeab
hail DMC!,9,2,8961,102,222,2016-12-13 02:17:47.000000 UTC,2016,12,dramaadd
"ช่วงนี้แม่งมีแต่ข่าวใหญ่ พรบ คอมพ์เอย ธัมมี่เอย
และในแวดวงสุขภาพ ก็กำลังจะมีข่าวใหญ่ในวันพรุ่งนี้ว่ะครับ
เมื่อวันก่อนมันมี พรบ เกี่ยวกับการโฆษณานมผง ออกมา
ซึ่งก็ตามที่จ่าอธิบายไปวันก่อนว่าแม่งแจ่มมาก

พรุ่งนี้จะมีกลุ่มหมอเด็กออกมาแถลงข่าวว่า พรบ ดังกล่าว สุดโต่งเกินไป
งานนี้ต้องจับตาดูกันครับว่าจะเป็นยังไง ขอซัมม่อนป้าหมอ
สุธีรา เอื้อไพโรจน์กิจ มาติดตามประเด็นนี้อย่างใกล้ชิดพร้อมๆกัล",386,2,930,56,35,2016-12-13 02:32:05.000000 UTC,2016,12,dramaadd
"เรื่อง พรบ คอมพ์อันใหม่ เห็นคนที่รณรงค์เรื่องมาตราเกี่ยวกับการตั้งคณะกรรมการห้าคนเปรียบเทียบเรื่องนี้กับ single gateway แล้ว รู้สึกว่าไม่ค่อยถูกนะ คือมันมีประเด็นที่เปรียบเทียบได้ตรงกว่านั้น คือกรณีของโปรแกรม PRISM กับนายสโนวเดน

อันนี้เป็นเรื่องที่เกิดในอเมริกาไม่กี่ปีที่ผ่านมา คืออเมริกามันมีกฏหมายฉบับนึง อนุญาตให้รัฐสอดส่องสอดแนมข้อมูลของประชาชนได้ หากสงสัยว่าประชาชนคนนั้นทำเรื่องที่กระทบต่อความมั่นคง หน่วยงานความมั่นคงของสหรัฐ NSA ก็มีโปรแกรม PRISM ซึ่งเป็นโปรแกรมสอดแนมข้อมูลประชาชนขนาดมหึมา ที่ดีลกับผู้ให้บริการเครือข่ายยักษ์ใหญ่ของอเมริกา ให้ส่งข้อมูลส่วนตัวของประชาชนให้หน่วยงานนี้โดยไม่ต้องขอหมายศาล หรือถ้ารัฐจะขอเข้าถึงวข้อมูลส่วนตัวประชาชน ก็ทำได้โดยขออนญาตจากศาลลับ ที่คนอเมริกาแทบทั้งหมดไม่รู้ว่ามีตัวตนอยู่ 

เดิมเจตนาของไอ้โปรแกรมนี้คือการสอดแนมคนที่สงสัยว่าเกี่ยวข้องกับการก่อการร้าย และมันถูกใช้งวานอย่างจริงจังหลัง 911 ซึ่งต่อมานายสโนวเดน เจ้าหน้าที่คนนึงของโปรแกรมนี้ แกเห็นการดักข้อมูลของประชาชนจำนวนมากมายมหาศาล เกินกว่าเจตนารมณ์เดิมของโครงการนี้ แกเลยลักลอบนำข้อมูลออกมาบางส่วน หลบหนีออกนอกประเทศแล้วแฉเรื่องโปรแกรมนี้ให้โลกรู้ จนแกเป็นหนึ่งในอาชญากรที่อเมริกาต้องการตัวเป็นอันดับต้นๆไปแล้ว

โดยทางฝ่ายความมั่นคงของสหรัฐเขาก็แถลงต่อศาลประมาณว่าจะได้ความปลอดภัยมา บางทีก็ต้องแลกด้วยสิทธิส่วนบุคคลบ้าง อันนี้ก็เป็นประเด็นที่ต้องไปถกเถียงกันต่อ ว่าเพื่อแลกมาเพื่อความมั่นคง คุณจะยอมสละสิทธิส่วนบุคคลได้ถึงระดับไหน

ส่วนไอ้ พรบ คอมพ์ 59 เกี่ยวกับคณะกรรมการกลั่นกรองห้าคนนั้น อาจจะไม่ฮาร์ดคอร์ถึงระดับนี้ (อเมริกาแม่งไปไกลกว่าเราหลายเท่าตัวมากของเขาคือการเข้าถึงข้อมูลส่วนตัว ของบ้านเราคือบล๊อคการเข้าถึงข้อมูลที่ขัดต่อจริยธรรมอันดีงาม)

  แต่เราจะมั่นใจได้อย่างไรว่า เมื่อมีการผ่านร่างกฏหมายนี้ออกมาใช้ มันจะไม่สร้างผลกระทบต่อการเข้าถึงอินเตอร์เน็ทของประชาชน

เราจะมั่นใจได้ยังไงว่า การตัดสินใจของคณะกรรมการที่ว่านี้ มีความโปร่งใส มีความยุติธรรมชอบธรรม และยืนอยู่บนพื้นฐานจริยธรรมที่คนไทยยอมรับได้ และจริยธรรมอันดีงามของเขา กับจริยธรรมอันดีงามของเรามันไปทางเดียวกัน

และถ้าในอนาคต เมื่อขั้วการเมืองเปลี่ยนแปลงไป (สมมุติว่ามีการเลือกตั้งใหม่นะ) เราจะมั่นใจได้ยังไงว่า กรรมการชุดนี้ จะไม่ถูกใช้เป็นเครื่องมือทางการเมือง ในการบล๊อคการเข้าถึงข้อมูลของขั้วฝั่งตรงข้าม คือพูดง่ายๆว่า เราจะมั่นใจได้ยังไงว่ากรรมการชุดนี้จะไม่ถูกเอามาใช้เป็นเครื่องมือทางการเมืองเล่นงานศัตรูขั้วตรงข้ามซึ่งผิดเจตนาของกฏหมายสุดๆ

ประเด็นพวกนี้ เป็นประเด็นที่ควรให้ประชาชน นักวิชาการ และสื่อร่วมกันนำเสนอ ร่วมกันวิพากษ์วิจารณ์เพื่อแนวทางที่เหมาะสมที่สุด เพราะมาตราอื่นที่มีการแก้ไขให้รัดกุมขึ้น อันนั้นเข้าท่าอยู่ ที่ติดขัดคือไอ้ตรงมาตราเกี่ยวกับกรรมการห้าคนนี้นี่แหละ

น่าเสียดาย ที่ไม่มีสื่อหลักเจ้าไหนนำเสนอประเด็นนี้เลยซักเจ้า ทำไมวะนั่น เงียบกริบสัสๆ",2552,3,3600,215,407,2016-12-13 03:42:27.000000 UTC,2016,12,dramaadd
"มอนิ่งจ้าาาาาาา

วันนี้รอด มาทัน นอนเร็วตื่นเช้า 55555 หัวล้านยังไม่โผล่

ขอบคุณความเป็นห่วง คำแนะนำ เรื่องที่หนูไม่สบายมาทางหลังไมค์ เยอะมากๆๆๆๆ หน้าไมค์นี่ด่ากันเสียทรง แต่หลังไมค์นี่รักหนูมาก ซึ้ง T_T

ไอ้ที่ปวดเบ้าตา ไมเกรนแดกมะวาน น่าจะเพราะเดี๋ยวนี้หัดเล่นเน็ต เล่นเฟซ ทำเพจ ทางมูถูบ่อยขึ้น แต่ไม่ชอบใส่แว่น จะใส่แว่นเฉพาะตอนอ่านคอมจอใหญ่ 

ไปหาหมอเมื่อคืน หมอยังงง ว่าตรรกะส้นตีนอะไรของมึง จอใหญ่ใส่แว่น แต่จอเล็กเสือกไม่ใส่ ตาบอดไปซะเหอะ ไอ้ซัสสสสส 55555

ทุ่มนึง อย่าลืมเชียร์อินโดนีเซียบ้านเกิดหนูนะ วันนี้เล่นในบ้าน ได้เปรียบเรื่องสภาพอากาศ เมืองไทยเป็นเมืองหนาว เจออากาศร้อนชื้น บอกคำเดียว เละ 2 เม็ดต้องมี

แดกยาก่อน ทีหลังกูเล่นมือถือ ทำเพจ ก็เตือนใส่แว่นด้วยนะชิบหาย อยู่ด่วยกันไม่เตือนกันเลย ลูกเพจเฮงซวย 5555

 
วันนี้ซื้อดอกดาวรวย มาบูชาถวายพระเดชพระคุณรุนช่องหลวงพ่อ บารมีท่านแก่กล้ามากๆ ป่านนี้ยังไม่โดนจับเลยเห็นมะ สาธุ olo

รักนะจุ๊ฟ จุ๊ฟ",860,21,14341,533,10,2016-12-13 21:02:39.000000 UTC,2016,12,ejeab
นี่แม่งแข่งบอล หรือ หนังจอมขมังเวทย์ สัสสสส 55555555,52,22,18496,638,406,2016-12-13 22:59:38.000000 UTC,2016,12,ejeab
"มาๆๆๆๆๆๆ บ่ายสองกง ผู้ใหญ่ใจดีมาแล้ว!!!!!
ปีใหม่นี้ คนอย่างกูขี้เกียจคิดเยอะ จัดไปเลย! ของขวัญยอดฮิตตลอดกาล อย่างคุกกี้อิมพีเรียล 

แถมนางออกคอลเล็กชั่นใหม่สำหรับปีใหม่นี้ด้วย กูว่าจะซื้อมาให้เป็นของขวัญ คุณนายแขนเหล็ก คุณน้าชุมบ้านเช่า น้าเต่าขี้โม้ ยายเหลิมใจดี  ลุงมีใจโหด 5555 

ไอ้น้องของกูก็แปลกใจว่าซื้อมาทำเหี้ยไรเยอะแยะ 55555 ถามด๊ายยย.. ก็ซื้อมาเป็นของขวัญไงล่ะ นอกจากคุกกี้จะอร่อยสุดติ่ง กูแดกมาตั้งแต่เด็กแล้ว คอลเล็กชั่นใหม่นี้ กล่องยังเอามาทำ DIY ได้ด้วยนะ 

เนี่ย กูตั้งใจทำเป็นนากา ให้คุณนายแขนเหล็ก ส่วนกล่องอื่นเดี๋ยวจะทำเป็นกล่องใส่เข็มด้ายบ้าง โคมไฟบ้าง กล่องใส่ชาบ้าง ชิคๆ คูลๆ เกร๋ๆ 

กล่องเอามาทำ DIY แล้ว ส่วนคุกกี้ที่อยู่ข้างในไม่ต้องห่วง รสชาติดี๊ดี ทำ DIY ไป แดกไป เพลิ๊นเพลิน 5555

 สรุปแล้ว บ้านญาติทุกบ้านได้กล่องของขวัญ DIY กันครบ แต่คุกกี้ข้างในไม่ต้องหวังว่าจะเหลือ ลาภปากกูหมด ฮึฮึ 

ขอโทษนะแจ๊ะ คุณแม่และยายเหลิม กูอดไม่ได้จริงๆ ของเค้าอร่อย ม๊ากกกก มาก 55555

อ้อ...วันนี้กูอารมณ์ดีอยากแจกรางวัล ใครชอบของฟรีเชิญ

กติกา ***** อ่านดีๆ อีดอก อ่าน 

1 แค่เม้นมาในโพสนี้ บอกว่า
""ปีใหม่นี้อยากให้ของขวัญอะไรกู และเพราะอะไร ""สองคำถามนะจ๊ะ ตอบให้ครบ พร้อมแฮชแท็ก #คุ๊กกี้อิมพีเรียล ใครไม่ใส่ อดแดกกกก

2 เม้นไหนหนูถูกใจ หนูจะไปเม้นตอบกลับว่า อินบ็อกซ์มาด่วน ท่านเจ้าของเม้นนั้นก็แคปรูปเม้นนั้นเข้ามารับรางวัลทางหลังไมค์

มีเวลา ครึ่ง ชม หมดการอ่านเม้น เวลา 14:30 นะจ๊ะ

ผู้โชคดีที่ถูกเลือก เอาไปเลย 
ชุดอิมพีเรียลคุกกี้DIYคอลเลคชั่นยกเซ็ต!!!!
 จำนวน 10 รางวัล 

ระวัง
เตรียมตัว
ไป!!!",1412,2,11466,1185,56,2016-12-14 02:02:19.000000 UTC,2016,12,ejeab
"ได้เวลาแล้วสินะ ที่ลูกช้างน้อย จะมาเยือนบ้านเกิดของ เจ่กต้อยโด เชื้อสายหนูดั้งเดิมเป็นคนอินโดเข้าไทยมาพร้อมๆกะ แด๊ดดี้โด และคิดตองโด แต่ตอนหลังขัดใจ แยกย้ายกันไปทำมาหาแดก คนละทางสองทาง

รู้อยู่แล้วว่าไทยต้อง มาเล่นในระบบ ios ซึ่งทางอินโด ถนัดอยู่แล้ว อินโดจะจัดทีมในระบบ 4-4-16 เร่งดอกเร่งใบ ตั้งรับ แล้วรอสวนผัก 

ฟันธงเลยดีกว่า อินโด1 ไทย0 ยิงไม่ต้องเยอะ เพราะจะเก็บไว้ยิง ฉายยาวๆ ที่สนามราชมัง อีกเบาๆ ซัก 4-5 ลูก ขำๆ

อินโด สู้ๆ อินโด สู้ตาย
1 2 123 12 12 1 เฮ้!!!!",469,6,20663,858,141,2016-12-14 06:53:35.000000 UTC,2016,12,ejeab
"จนถึงตอนนี้ก็ยังไม่รู้ว่ะ ว่า พรบ คอมพ์ 59 จะออกหัวออกก้อยยังไง แต่วันนี้เรามาดูประเด็นเกี่ยวกับเรื่องข้อมูลเท็จในอินเตอร์เน็ท ที่มีความเกี่ยวข้องกับไอ้ พรบ คอมพ์ ทั้งฉบับเก่าและฉบับใหม่กันโดยตรงซะหน่อยดีกว่า งานนี้จ่าโคกับเพจ the MATTER นาจา

#TheMATTER #DramaAddict #NewsNoDrama #wewillkeepwalking #ลดความแตกแยกในโซเชียล #ก้าวไปด้วยกัน",337,3,1781,53,273,2016-12-15 03:58:41.000000 UTC,2016,12,dramaadd
"เรื่องประเด็นแถลงต้าน พรบ นมแม่นั่นน่ะ วันนี้แพทยสภามีการแถลงข่าวแก้ต่างแบบที่เห็นกันไปแล้วเมื่อตอนเช้า ประเด็นคือ ไม่ว่าคุณจะแก้ต่างยังไง แต่เมื่อวานมีคุณแม่ที่อ่านแถลงข่าวนั้น และเข้าใจผิดไปแล้ว แบบในภาพข้างล่าง คำถามคือ คุณจะแก้ไขปัญหานี้ยังไง จะลอยตัวไม่อธิบายเรื่องการหยิบงานวิจัยจากเนปาล งานวิจัยเมื่อยี่สิบปีก่อนมาอ้างอิง แล้วปล่อยให้คนเข้าใจผิดๆแบบนี้กันต่อไปเหรอ

อย่าลืมว่าคุณคือหน่วยงานสำคัญที่แทบจะเป็นตัวแทนของบุคลากรในวิชาชีพนี้ เมื่อแถลงข่าวอะไรมา หยิบงานวิจัยอะไรมาอ้างอิง ประชาชนเขาดูก็เชื่อถือไปเกินครึ่งแล้ว ดังนั้นเมื่อนำงานวิจัยที่ไม่เข้าท่า มาอ้างอิงโดยไม่เหมาะสม ผลลัพท์ที่เกิดขึ้นแม่งจะฉิบหายวายป่วงหนักมาก

และการแก้ไข แค่แถลงการณ์กระดาษแผ่นเดียว มันไม่พอเฟ้ย",684,5,3219,192,220,2016-12-15 05:51:14.000000 UTC,2016,12,dramaadd
"สนุกเหี้ยๆ ตอนจบลุกขึ้นยืนปรบมือ อีเหี้ย ฟินสุดๆ

โคตรพ่อโคตรแม่สนุก สมการ Law Coin

 ไม่เคยดูตาวอเลยก็สนุก

ไปดูซะ",115,11,12350,445,18,2016-12-15 11:36:53.000000 UTC,2016,12,ejeab
"ตั้งให้แล้วก็ไม่ชอบ น่ารักออก

เรื่องมาก น่ามคาน",48,22,21485,859,93,2016-12-15 22:07:26.000000 UTC,2016,12,ejeab
ชิบหายแล้ว !!!!,15,0,16936,280,14,2016-12-16 00:12:53.000000 UTC,2016,12,ejeab
